Sample Number,Habit,Species Name,First_Value,Second_Value,Notes
128,Herbs,Chimaphila menziesii,5,2,
128,Herbs,Claytonia caroliniana var. lewisii,105,10,
128,Herbs,Collinsia parviflora,42,2,Whittaker had Collinsia grandiflora var. pusilla changed to Collinsia parviflora because bad name
128,Herbs,Coptis laciniata,3,3,
128,Herbs,Corallorhiza mertensiana,5,2,
128,Herbs,Erigeron aliceae,3,1,
128,Herbs,Eucephalus brickellioides,11,7,
128,Herbs,Hackelia micrantha,0.001,0,
128,Herbs,Hieracium albiflorum,41,10,
128,Herbs,Lonicera conjugialis,0.001,0,
128,Herbs,Lupinus albicaulis,2,2,
128,Herbs,Luzula spicata,1,1,
128,Herbs,Moehringia macrophylla,94,12,
128,Herbs,Nemophila parviflora,20,1,
128,Herbs,Nothochelone nemorosa,3,2,
128,Herbs,Orthilia secunda,1,1,
128,Herbs,Osmorhiza berteroi,3,1,
128,Herbs,Penstemon anguineus,0.001,0,
128,Herbs,Phacelia corymbosa,9,7,"(u22 (6-165) says (9,7) while (u23 6-183) says (19,7)"
128,Herbs,Poa bolanderi,0.001,0,
128,Herbs,Smilacina sp.,1,1,
128,Herbs,UNK Grass,14,10,
128,Herbs,Valeriana sitchensis,39,12,
128,Shrubs,Abies magnifica,3,2,
128,Shrubs,Ribes marshallii,29,12,
128,Shrubs,Ribes viscosissimum,4,3,
129,Herbs,Achlys triphylla,28,2,
129,Herbs,Arnica latifolia,367,25,
129,Herbs,Campanula sp.,163,14,
129,Herbs,Claytonia caroliniana var. lewisii,6,1,
129,Herbs,Claytonia parviflora,15,2,
129,Herbs,Eucephalus brickellioides,6,4,
129,Herbs,Fragaria vesca,11,7,
129,Herbs,Galium triflorum,4,2,
129,Herbs,Hieracium albiflorum,22,10,
129,Herbs,Luzula spicata,1,1,
129,Herbs,Moehringia macrophylla,62,9,
129,Herbs,Nothochelone nemorosa,6,5,
129,Herbs,Orthilia secunda,37,9,
129,Herbs,Osmorhiza berteroi,25,7,
129,Herbs,Pedicularis racemosa,6,3,
129,Herbs,Phacelia corymbosa,2,2,
129,Herbs,Pyrola picta,1,1,
129,Herbs,Saxifraga ferruginea,0.001,0,
129,Herbs,Trillium ovatum,4,2,
129,Herbs,UNK Grass,45,16,
129,Herbs,Valeriana sitchensis,55,19,
129,Herbs,Vancouveria hexandra,1,1,
129,Shrubs,Abies concolor,1,1,
129,Shrubs,Abies magnifica,1,1,
129,Shrubs,Lonicera conjugialis,2,2,
129,Shrubs,Ribes marshallii,19,10,
129,Shrubs,Ribes viscosissimum,1,1,
129,Shrubs,Tsuga mertensiana,1,1,
129,Shrubs,Vaccinium membranaceum,2,1,
130,Herbs,Apocynum androsaemifolium,26,8,
130,Herbs,Calochortus elegans,0.001,0,
130,Herbs,Campanula sp.,144,11,
130,Herbs,Claytonia caroliniana var. lewisii,44,6,
130,Herbs,Collinsia parviflora,12,1,
130,Herbs,Delphinium nuttallianum,2,1,
130,Herbs,Erigeron aliceae,45,10,
130,Herbs,Erysimum capitatum,1,1,
130,Herbs,Eucephalus brickellioides,15,2,
130,Herbs,Fragaria vesca,2,2,
130,Herbs,Hieracium albiflorum,67,15,
130,Herbs,Hydrophyllum occidentale,3,3,
130,Herbs,Lotus crassifolius,1,1,on 6-168
130,Herbs,Lupinus albicaulis,3,3,
130,Herbs,Moehringia macrophylla,254,16,
130,Herbs,Orthilia secunda,3,2,
130,Herbs,Osmorhiza berteroi,9,5,
130,Herbs,Phacelia corymbosa,33,10,
130,Herbs,Pyrola picta,1,1,
130,Herbs,Sanicula graveolens,0.001,0,
130,Herbs,Smilacina stellata,31,8,
130,Herbs,UNK Grass,22,8,
130,Shrubs,Abies magnifica,3,3,
130,Shrubs,Ribes marshallii,48,17,
130,Shrubs,Vaccinium parvifolium,1,1,
131,Herbs,Apocynum androsaemifolium,23,4,
131,Herbs,Chimaphila menziesii,11,6,
131,Herbs,Chimaphila umbellata,6,2,
131,Herbs,Collinsia parviflora,6,1,
131,Herbs,Erigeron aliceae,45,11,
131,Herbs,Hieracium albiflorum,10,4,
131,Herbs,Iris chrysophylla,21,5,
131,Herbs,Lupinus albicaulis,8,6,
131,Herbs,Moehringia macrophylla,249,20,
131,Herbs,Osmorhiza berteroi,5,5,
131,Herbs,Phacelia corymbosa,1,1,
131,Herbs,Pyrola picta,10,4,
131,Herbs,Smilacina sp.,84,14,
131,Herbs,UNK #1,14,3,
131,Herbs,UNK Grass,7,7,
131,Shrubs,Abies concolor,1,1,
131,Shrubs,Abies magnifica,1,1,
131,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,2,2,
131,Shrubs,Lonicera conjugialis,2,1,
131,Shrubs,Ribes viscosissimum,1,1,
132,Herbs,Agastache urticifolia,8,2,
132,Herbs,Apocynum androsaemifolium,63,15,
132,Herbs,Campanula sp.,130,10,
132,Herbs,Claytonia caroliniana var. lewisii,39,7,
132,Herbs,Coptis laciniata,2,2,
132,Herbs,Delphinium nuttallianum,2,2,
132,Herbs,Erigeron aliceae,40,7,
132,Herbs,Galium triflorum,14,5,
132,Herbs,Hackelia micrantha,1,1,
132,Herbs,Hieracium albiflorum,17,6,
132,Herbs,Hydrophyllum occidentale,6,2,
132,Herbs,Iris chrysophylla,13,2,
132,Herbs,Lathyrus polyphyllus,2,1,
132,Herbs,Moehringia macrophylla,20,2,
132,Herbs,Nemophila parviflora,27,4,
132,Herbs,Osmorhiza berteroi,16,12,
132,Herbs,Osmorhiza occidentalis,0.001,0,
132,Herbs,Phacelia corymbosa,11,8,
132,Herbs,Smilacina sp.,11,4,
132,Herbs,UNK Grass,28,10,
132,Shrubs,Abies magnifica,2,0,
132,Shrubs,Ribes marshallii,10,4,
132,Shrubs,Ribes viscosissimum,30,13,
133,Herbs,Agastache urticifolia,2,1,
133,Herbs,Apocynum androsaemifolium,70,16,
133,Herbs,Campanula sp.,145,7,
133,Herbs,Chimaphila menziesii,3,2,
133,Herbs,Collinsia parviflora,12,1,
133,Herbs,Coptis laciniata,12,7,
133,Herbs,Corallorhiza maculata,1,1,
133,Herbs,Erigeron aliceae,1,1,
133,Herbs,Galium triflorum,10,5,
133,Herbs,Hackelia micrantha,2,2,
133,Herbs,Hieracium albiflorum,2,1,
133,Herbs,Hydrophyllum occidentale,3,1,
133,Herbs,Iris chrysophylla,7,3,
133,Herbs,Moehringia macrophylla,68,4,
133,Herbs,Osmorhiza berteroi,36,13,
133,Herbs,Phacelia corymbosa,7,3,
133,Herbs,Piperia transversa,12,1,Whittaker had Piperia unalascensis but changed to Piperia transversa because Fred thought that this was the species he saw
133,Herbs,Pyrola picta,11,4,
133,Herbs,Smilacina sp.,105,18,
133,Herbs,UNK Grass,9,4,
133,Herbs,Viola sheltonii,13,6,
133,Shrubs,Lonicera conjugialis,3,2,
133,Shrubs,Ribes marshallii,6,4,
133,Shrubs,Ribes viscosissimum,7,3,
134,Herbs,Achlys triphylla,68,7,
134,Herbs,Adenocaulon bicolor,54,11,
134,Herbs,Anemone deltoidea,12,1,
134,Herbs,Apocynum androsaemifolium,16,9,
134,Herbs,Asarum hartwegii,4,3,
134,Herbs,Campanula sp.,97,10,
134,Herbs,Clintonia uniflora,8,1,
134,Herbs,Fragaria vesca,16,10,
134,Herbs,Galium triflorum,3,3,
134,Herbs,Hackelia micrantha,4,4,
134,Herbs,Hieracium albiflorum,28,9,
134,Herbs,Iris chrysophylla,24,4,
134,Herbs,Lathyrus polyphyllus,47,12,
134,Herbs,Melica subulata,0.001,0,
134,Herbs,Moehringia macrophylla,69,10,
134,Herbs,Nemophila parviflora,1,1,
134,Herbs,Osmorhiza berteroi,21,14,
134,Herbs,Phlox adsurgens,61,19,
134,Herbs,Piperia transversa,1,1,Whittaker had Piperia unalascensis but changed to Piperia transversa because Fred thought that this was the species he saw
134,Herbs,Pyrola picta,1,1,
134,Herbs,Smilacina sp.,49,9,
134,Herbs,Trientalis latifolia,72,11,
134,Herbs,Trillium ovatum,1,1,
134,Herbs,UNK Grass,25,12,
134,Herbs,Vancouveria hexandra,54,7,
134,Herbs,Vicia americana,40,11,
134,Herbs,Viola glabella,22,9,
134,Herbs,Viola sempervirens,3,2,
134,Shrubs,Abies concolor,2,1,
134,Shrubs,Abies magnifica,2,2,
134,Shrubs,Calocedrus decurrens,1,1,
134,Shrubs,Ribes marshallii,2,1,
134,Shrubs,Ribes viscosissimum,2,2,
134,Shrubs,Rosa gymnocarpa,19,10,
135,Herbs,Achlys triphylla,223,20,
135,Herbs,Actaea rubra,13,8,
135,Herbs,Adenocaulon bicolor,4,3,
135,Herbs,Anemone deltoidea,5,4,
135,Herbs,Apocynum androsaemifolium,7,3,
135,Herbs,Asarum hartwegii,7,6,
135,Herbs,Campanula sp.,182,16,
135,Herbs,Chimaphila menziesii,1,1,
135,Herbs,Clintonia uniflora,57,14,
135,Herbs,Fragaria vesca,8,4,
135,Herbs,Galium triflorum,6,3,
135,Herbs,Hackelia micrantha,1,1,
135,Herbs,Hieracium albiflorum,6,3,
135,Herbs,Hydrophyllum occidentale,4,3,
135,Herbs,Lathyrus polyphyllus,40,12,
135,Herbs,Listera caurina,12,4,
135,Herbs,Moehringia macrophylla,60,7,
135,Herbs,Nemophila parviflora,6,1,
135,Herbs,Orthilia secunda,2,2,
135,Herbs,Osmorhiza berteroi,18,13,
135,Herbs,Phacelia corymbosa,6,3,
135,Herbs,Phlox adsurgens,121,21,
135,Herbs,Prosartes hookeri,21,10,
135,Herbs,Pteridium aquilinum var. pubescens,36,9,
135,Herbs,Rubus lasiococcus,5,5,
135,Herbs,Smilacina sp.,48,9,
135,Herbs,Tiarella trifoliata ssp. unifoliata,8,2,
135,Herbs,Trientalis latifolia,50,12,
135,Herbs,Trillium ovatum,11,7,
135,Herbs,UNK Grass,7,6,
135,Herbs,Vancouveria hexandra,101,13,
135,Herbs,Vicia americana,4,3,
135,Herbs,Viola glabella,12,9,
135,Shrubs,Abies concolor,2,2,
135,Shrubs,Abies magnifica,1,1,
135,Shrubs,Claytonia sp.,1,1,
135,Shrubs,Ribes marshallii,18,11,
135,Shrubs,Ribes viscosissimum,6,4,
135,Shrubs,Rosa gymnocarpa,16,13,
135,Shrubs,Rubus parviflorus,2,2,
135,Shrubs,Rubus ursinus,1,1,
135,Shrubs,Toxicodendron diversilobum,5,0,
136,Herbs,Achlys triphylla,194,21,
136,Herbs,Actaea rubra,34,17,
136,Herbs,Adenocaulon bicolor,14,2,
136,Herbs,Agastache urticifolia,1,1,
136,Herbs,Anemone deltoidea,3,2,
136,Herbs,Asarum caudatum,20,5,
136,Herbs,Asarum hartwegii,6,5,
136,Herbs,Campanula sp.,39,7,
136,Herbs,Circaea alpina ssp. pacifica,51,4,
136,Herbs,Clintonia uniflora,13,5,
136,Herbs,Fragaria vesca,2,2,
136,Herbs,Galium triflorum,12,6,
136,Herbs,Hackelia micrantha,2,2,
136,Herbs,Hydrophyllum occidentale,24,11,
136,Herbs,Listera caurina,36,8,
136,Herbs,Mitella diversifolia,2,1,
136,Herbs,Moehringia macrophylla,10,3,
136,Herbs,Nemophila parviflora,44,5,
136,Herbs,Osmorhiza berteroi,20,11,
136,Herbs,Pedicularis racemosa,2,2,
136,Herbs,Phacelia corymbosa,4,4,
136,Herbs,Phlox adsurgens,44,10,
136,Herbs,Prosartes hookeri,20,6,
136,Herbs,Pteridium aquilinum var. pubescens,21,10,
136,Herbs,Pyrola picta,1,1,
136,Herbs,Senecio triangularis,2,1,
136,Herbs,Smilacina sp.,6,4,
136,Herbs,Trientalis latifolia,105,15,
136,Herbs,Trillium ovatum,5,3,
136,Herbs,UNK Grass,24,7,
136,Herbs,Valeriana sitchensis,18,6,
136,Herbs,Vancouveria hexandra,94,12,
136,Herbs,Vetch,25,7,
136,Herbs,Vicia americana,32,7,
136,Herbs,Viola glabella,16,10,
136,Shrubs,Abies magnifica,1,1,
136,Shrubs,Acer circinatum,1,1,
136,Shrubs,Lonicera conjugialis,0.001,0,
136,Shrubs,Ribes marshallii,6,5,
136,Shrubs,Ribes viscosissimum,5,3,
136,Shrubs,Rosa gymnocarpa,5,5,
136,Shrubs,Rubus parviflorus,3,3,
137,Herbs,Achlys triphylla,166,14,
137,Herbs,Actaea rubra,2,1,
137,Herbs,Anemone deltoidea,6,4,
137,Herbs,Arnica latifolia,445,23,
137,Herbs,Campanula sp.,146,12,
137,Herbs,Chimaphila umbellata,3,3,
137,Herbs,Claytonia caroliniana var. lewisii,1,1,
137,Herbs,Corallorhiza mertensiana,3,2,
137,Herbs,Galium triflorum,4,3,
137,Herbs,Hieracium albiflorum,58,13,
137,Herbs,Mitella diversifolia,1,1,
137,Herbs,Moehringia macrophylla,81,12,
137,Herbs,Nothochelone nemorosa,7,6,
137,Herbs,Orthilia secunda,34,11,
137,Herbs,Osmorhiza berteroi,12,11,
137,Herbs,Pedicularis racemosa,14,6,
137,Herbs,Phlox adsurgens,61,17,
137,Herbs,Rubus lasiococcus,15,10,
137,Herbs,Trillium ovatum,11,7,
137,Herbs,UNK Grass,16,6,
137,Herbs,Valeriana sitchensis,26,10,
137,Herbs,Vancouveria hexandra,1,1,
137,Herbs,Viola glabella,2,2,
137,Shrubs,Abies concolor,9,6,
137,Shrubs,Abies magnifica,3,2,
137,Shrubs,Ribes marshallii,1,1,
137,Shrubs,Rosa gymnocarpa,1,1,
138,Herbs,Achlys triphylla,15,2,
138,Herbs,Anemone deltoidea,59,10,
138,Herbs,Angelica arguta,1,1,
138,Herbs,Apocynum androsaemifolium,1,1,
138,Herbs,Arnica latifolia,441,25,
138,Herbs,Campanula sp.,152,10,
138,Herbs,Chimaphila menziesii,1,1,
138,Herbs,Clintonia uniflora,1,1,
138,Herbs,Corallorhiza mertensiana,2,1,
138,Herbs,Fragaria vesca,3,1,
138,Herbs,Galium triflorum,3,3,
138,Herbs,Hieracium albiflorum,5,3,
138,Herbs,Hydrophyllum occidentale,3,3,
138,Herbs,Mitella diversifolia,6,3,
138,Herbs,Moehringia macrophylla,124,15,
138,Herbs,Nothochelone nemorosa,2,2,
138,Herbs,Orthilia secunda,14,4,
138,Herbs,Osmorhiza berteroi,7,5,
138,Herbs,Phlox adsurgens,83,19,
138,Herbs,Pyrola picta,3,2,
138,Herbs,Trillium ovatum,8,5,
138,Herbs,UNK Grass,17,7,
138,Herbs,Valeriana sitchensis,3,3,
138,Herbs,Vancouveria hexandra,12,1,
138,Herbs,Viola glabella,2,2,
138,Shrubs,Ribes marshallii,21,9,
138,Shrubs,Rosa gymnocarpa,24,8,
138,Shrubs,Rubus lasiococcus,3,2,
140,Herbs,Anemone deltoidea,6,2,
140,Herbs,Arnica latifolia,10,2,
140,Herbs,Campanula sp.,16,2,
140,Herbs,Chimaphila menziesii,26,10,
140,Herbs,Moehringia macrophylla,1,1,
140,Herbs,Orthilia secunda,19,6,
140,Herbs,Phlox adsurgens,2,2,
140,Herbs,Rubus lasiococcus,2,1,
140,Herbs,Smilacina sp.,9,4,
140,Shrubs,Abies magnifica,1,1,
140,Shrubs,Quercus sadleriana,1,1,
140,Shrubs,Rosa gymnocarpa,5,2,
140,Shrubs,Tsuga mertensiana,3,2,
141,Herbs,Arnica latifolia,21,3,
141,Herbs,Campanula sp.,1,1,
141,Herbs,Chimaphila menziesii,3,2,
141,Herbs,Chimaphila umbellata,21,3,
141,Herbs,Eucephalus brickellioides,1,1,
141,Herbs,Festuca occidentalis,0.001,0,
141,Herbs,Goodyera oblongifolia,1,1,
141,Herbs,Moehringia macrophylla,20,5,
141,Herbs,Nothochelone nemorosa,25,14,
141,Herbs,Orthilia secunda,51,12,
141,Herbs,Phlox adsurgens,41,9,
141,Herbs,Pyrola picta,3,1,
141,Herbs,Rubus lasiococcus,99,21,
141,Herbs,Trillium ovatum,1,1,
141,Herbs,UNK Grass,1,1,
141,Shrubs,Abies magnifica,8,7,
141,Shrubs,Quercus sadleriana,24,11,
142,Herbs,Apocynum androsaemifolium,3,1,
142,Herbs,Campanula sp.,30,1,
142,Herbs,Chimaphila menziesii,10,7,
142,Herbs,Chimaphila umbellata,2,1,
142,Herbs,Corallorhiza maculata,1,1,
142,Herbs,Eucephalus brickellioides,8,6,
142,Herbs,Hieracium albiflorum,22,7,
142,Herbs,Orthilia secunda,113,12,
142,Herbs,Penstemon anguineus,2,1,
142,Herbs,Penstemon sp.,53,14,
142,Herbs,Pyrola picta,9,3,
142,Herbs,Rubus lasiococcus,37,10,
142,Herbs,UNK Grass,5,2,
142,Shrubs,Abies magnifica,6,5,
142,Shrubs,Quercus sadleriana,12,3,
143,Herbs,Achlys triphylla,9,2,
143,Herbs,Agastache urticifolia,81,8,
143,Herbs,Arnica latifolia,94,11,
143,Herbs,Campanula scouleri,11,3,
143,Herbs,Claytonia caroliniana var. lewisii,21,4,
143,Herbs,Delphinium nuttallianum,8,5,
143,Herbs,Epilobium brachycarpum,5,2,
143,Herbs,Eucephalus brickellioides,11,2,
143,Herbs,Galium triflorum,625,16,
143,Herbs,Hackelia micrantha,53,11,
143,Herbs,Hieracium albiflorum,1,1,
143,Herbs,Hydrophyllum occidentale,1,1,
143,Herbs,Lupinus albicaulis,1,1,
143,Herbs,Mertensia bella,29,7,
143,Herbs,Nemophila parviflora,30,2,
143,Herbs,Osmorhiza berteroi,3,3,
143,Herbs,Phacelia corymbosa,5,3,
143,Herbs,Senecio triangularis,12,3,
143,Herbs,UNK #1,4,1,
143,Herbs,UNK Grass,34,10,
143,Herbs,Valeriana sitchensis,63,13,
143,Shrubs,Abies concolor,1,1,
143,Shrubs,Ribes marshallii,66,22,
144,Herbs,Actaea rubra,22,7,
144,Herbs,Anemone deltoidea,10,2,
144,Herbs,Angelica arguta,2,1,
144,Herbs,Aquilegia formosa,2,2,
144,Herbs,Arnica latifolia,2,1,
144,Herbs,Campanula sp.,104,5,
144,Herbs,Carex ovalis,0.001,0,
144,Herbs,Claytonia caroliniana var. lewisii,65,8,
144,Herbs,Cryptogramma crispa,0.001,0,
144,Herbs,Erigeron aliceae,4,2,
144,Herbs,Erythronium oregonum,0.001,0,
144,Herbs,Galium triflorum,4,2,
144,Herbs,Hieracium albiflorum,4,4,
144,Herbs,Hydrophyllum occidentale,46,17,
144,Herbs,Luzula spicata,1,1,
144,Herbs,Mertensia bella,25,5,
144,Herbs,Mitella breweri,1,1,
144,Herbs,Mitella diversifolia,6,3,
144,Herbs,Moehringia macrophylla,48,6,
144,Herbs,Osmorhiza berteroi,29,15,
144,Herbs,Phacelia corymbosa,2,1,
144,Herbs,Sedum oregonense,0.001,0,
144,Herbs,Senecio triangularis,8,3,
144,Herbs,Smilacina racemosa,46,18,
144,Herbs,Trillium ovatum,4,3,
144,Herbs,UNK Grass,45,15,
144,Herbs,Valeriana sitchensis,47,13,
144,Herbs,Veratrum sp.,2,1,
144,Shrubs,Ribes marshallii,103,19,
144,Shrubs,Rubus lasiococcus,6,2,
145,Herbs,Anemone deltoidea,1,1,
145,Herbs,Arnica latifolia,253,17,
145,Herbs,Campanula sp.,46,3,
145,Herbs,Chimaphila menziesii,3,1,
145,Herbs,Eucephalus brickellioides,11,5,
145,Herbs,Hieracium albiflorum,11,5,
145,Herbs,Luzula spicata,7,5,
145,Herbs,Mitella diversifolia,1,1,
145,Herbs,Moehringia macrophylla,32,8,
145,Herbs,Nothochelone nemorosa,27,13,
145,Herbs,Orthilia secunda,6,3,
145,Herbs,Osmorhiza berteroi,2,2,
145,Herbs,Pedicularis racemosa,3,1,
145,Herbs,Pyrola picta,11,7,
145,Herbs,Rubus lasiococcus,119,19,
145,Herbs,Sedum sp.,2,1,
145,Herbs,Smilacina sp.,1,1,
145,Herbs,Trillium chloropetalum,0.001,0,
145,Herbs,UNK #1,4,1,
145,Herbs,UNK Grass,5,3,
145,Herbs,Valeriana sitchensis,26,9,
145,Shrubs,Calocedrus decurrens,1,1,
145,Shrubs,Lonicera conjugialis,1,1,
145,Shrubs,Ribes marshallii,24,12,
145,Shrubs,Vaccinium membranaceum,0.001,0,
146,Herbs,Arnica latifolia,238,20,
146,Herbs,Campanula sp.,12,1,
146,Herbs,Castilleja miniata,1,1,
146,Herbs,Chimaphila menziesii,2,1,
146,Herbs,Claytonia parviflora,18,3,
146,Herbs,Commelina erecta var. angustifolia,0.001,0,
146,Herbs,Coptis laciniata,1,1,
146,Herbs,Cystopteris fragilis,0.001,0,
146,Herbs,Eucephalus brickellioides,1,1,
146,Herbs,Moehringia macrophylla,55,8,
146,Herbs,Nothochelone nemorosa,32,12,
146,Herbs,Orthilia secunda,10,2,
146,Herbs,Pedicularis racemosa,1,1,
146,Herbs,Penstemon newberryi,0.001,0,
146,Herbs,Pyrola picta,6,5,
146,Herbs,Saxifraga ferruginea,0.001,0,
146,Herbs,Sedum sp.,70,15,
146,Herbs,UNK Grass,3,2,
146,Herbs,Valeriana sitchensis,2,2,
146,Shrubs,Abies magnifica,2,2,
146,Shrubs,Ribes marshallii,1,1,
147,Herbs,Arnica latifolia,111,10,
147,Herbs,Chimaphila menziesii,5,4,
147,Herbs,Corallorhiza maculata,4,1,
147,Herbs,Eucephalus brickellioides,4,2,
147,Herbs,Hieracium albiflorum,5,4,
147,Herbs,Lewisia leana,0.001,0,
147,Herbs,Nothochelone nemorosa,7,5,
147,Herbs,Orthilia secunda,26,6,
147,Herbs,Pedicularis racemosa,3,1,
147,Herbs,Pyrola picta,7,5,
147,Herbs,Rubus lasiococcus,49,10,
147,Herbs,Sedum sp.,1,1,
147,Herbs,Smilacina sp.,0.001,0,
147,Herbs,Valeriana sitchensis,2,1,
147,Shrubs,Abies magnifica,2,2,
147,Shrubs,Tsuga mertensiana,2,2,
148,Herbs,Arnica latifolia,145,9,
148,Herbs,Cheilanthes gracillima,0.001,0,
148,Herbs,Chimaphila menziesii,3,3,
148,Herbs,Hieracium albiflorum,57,12,
148,Herbs,Moehringia macrophylla,43,7,
148,Herbs,Nothochelone nemorosa,11,7,
148,Herbs,Orthilia secunda,36,9,
148,Herbs,Pedicularis racemosa,26,5,
148,Herbs,Penstemon anguineus,4,4,
148,Herbs,Penstemon procerus var. tolmiei,0.001,0,
148,Herbs,Phlox diffusa,0.001,0,
148,Herbs,Pyrola picta,5,3,
148,Herbs,Rubus lasiococcus,24,6,
148,Herbs,Sedum sp.,1,1,
148,Herbs,UNK Grass,2,2,
148,Shrubs,Abies magnifica,5,5,
148,Shrubs,Quercus chrysolepis,1,1,
148,Shrubs,Rosa gymnocarpa,1,1,
148,Shrubs,Tsuga mertensiana,4,3,
149,Herbs,Achlys triphylla,60,3,
149,Herbs,Arnica latifolia,288,21,
149,Herbs,Campanula sp.,72,4,
149,Herbs,Chimaphila menziesii,2,1,
149,Herbs,Claytonia caroliniana var. lewisii,9,9,
149,Herbs,Claytonia parviflora,0.001,0,
149,Herbs,Cryptogramma crispa,1,1,
149,Herbs,Dicentra formosa,16,12,
149,Herbs,Erythronium sp.,4,3,
149,Herbs,Eucephalus brickellioides,3,1,
149,Herbs,Fragaria vesca,108,17,
149,Herbs,Hieracium albiflorum,3,3,
149,Herbs,Luzula spicata,21,9,
149,Herbs,Mertensia bella,16,8,
149,Herbs,Mitella breweri,108,13,
149,Herbs,Moehringia macrophylla,24,6,
149,Herbs,Nothochelone nemorosa,7,3,
149,Herbs,Orthilia secunda,9,4,
149,Herbs,Pedicularis racemosa,14,9,
149,Herbs,Pyrola picta,4,3,
149,Herbs,Saxifraga ferruginea,7,4,
149,Herbs,Sedum sp.,12,7,
149,Herbs,Senecio triangularis,5,3,
149,Herbs,UNK Grass,11,4,
149,Herbs,Valeriana sitchensis,30,14,
149,Herbs,Veratrum sp.,1,1,
149,Herbs,Viola glabella,5,4,
149,Shrubs,Abies magnifica,1,1,
149,Shrubs,Ribes marshallii,11,7,
149,Shrubs,Tsuga mertensiana,5,4,
150,Herbs,Anemone deltoidea,12,1,
150,Herbs,Arnica latifolia,31,7,
150,Herbs,Campanula sp.,60,5,
150,Herbs,Claytonia caroliniana var. lewisii,25,5,
150,Herbs,Claytonia parviflora,11,3,
150,Herbs,Commelina erecta var. angustifolia,0.001,0,
150,Herbs,Dicentra formosa,1,1,
150,Herbs,Epilobium brachycarpum,13,3,
150,Herbs,Hieracium albiflorum,22,9,
150,Herbs,Luzula spicata,9,5,
150,Herbs,Mertensia bella,14,5,
150,Herbs,Mitella breweri,13,3,
150,Herbs,Moehringia macrophylla,68,10,
150,Herbs,Osmorhiza berteroi,21,11,
150,Herbs,Pedicularis racemosa,1,1,
150,Herbs,Pyrola picta,1,1,
150,Herbs,Rubus lasiococcus,196,20,
150,Herbs,Saxifraga ferruginea,1,1,
150,Herbs,Senecio triangularis,26,6,
150,Herbs,Trillium ovatum,4,1,
150,Herbs,UNK Grass,1,1,
150,Herbs,Valeriana sitchensis,2,2,
150,Herbs,Viola glabella,18,8,
150,Shrubs,Abies magnifica,4,3,
150,Shrubs,Ribes marshallii,33,13,
151,Herbs,Arnica latifolia,16,3,
151,Herbs,Campanula sp.,4,2,
151,Herbs,Corallorhiza maculata,1,1,
151,Herbs,Eucephalus brickellioides,1,1,
151,Herbs,Luzula spicata,1,1,
151,Herbs,Nothochelone nemorosa,4,4,
151,Herbs,Orthilia secunda,4,3,
151,Herbs,Pyrola picta,1,1,
151,Herbs,Rubus lasiococcus,131,21,
151,Herbs,Valeriana sitchensis,3,1,
151,Shrubs,Ribes marshallii,2,2,
152,Herbs,Chimaphila menziesii,0.001,0,
152,Herbs,Erythronium grandiflorum,0.001,0,
152,Herbs,Luzula spicata,10,5,
152,Herbs,Nothochelone nemorosa,3,2,
152,Herbs,Orthilia secunda,13,4,
152,Herbs,Rubus lasiococcus,34,9,
152,Herbs,Smilacina sp.,1,1,
152,Herbs,UNK Grass,2,1,
152,Herbs,Valeriana sitchensis,1,1,
152,Shrubs,Tsuga mertensiana,3,2,
153,Herbs,Arnica latifolia,1,1,
153,Herbs,Campanula sp.,30,1,
153,Herbs,Chimaphila menziesii,5,3,
153,Herbs,Dicentra formosa,12,5,
153,Herbs,Eucephalus brickellioides,6,3,
153,Herbs,Hieracium albiflorum,19,8,
153,Herbs,Ligusticum grayi,3,2,
153,Herbs,Luzula spicata,3,3,
153,Herbs,Moehringia macrophylla,40,6,
153,Herbs,Pedicularis racemosa,2,1,
153,Herbs,Pyrola picta,3,1,
153,Herbs,UNK Grass,3,2,
153,Herbs,Valeriana sitchensis,36,6,
153,Shrubs,Abies magnifica,1,1,
153,Shrubs,Ribes marshallii,2,2,
153,Shrubs,Tsuga mertensiana,1,1,
154,Herbs,Chimaphila menziesii,48,11,
154,Herbs,Hieracium albiflorum,1,1,
154,Herbs,Orthilia secunda,9,3,
154,Herbs,Pyrola picta,2,2,
154,Herbs,UNK Grass,1,1,
154,Shrubs,Abies magnifica,4,3,
156,Herbs,Achlys triphylla,261,19,
156,Herbs,Apocynum androsaemifolium,18,5,
156,Herbs,Chimaphila menziesii,7,3,
156,Herbs,Galium triflorum,9,4,
156,Herbs,Phlox adsurgens,1,1,
156,Herbs,Pyrola picta,7,2,
156,Herbs,Sarcodes sanguinea,0.001,0,
156,Herbs,Trientalis latifolia,41,6,
156,Herbs,UNK Grass,25,11,
156,Herbs,Vancouveria hexandra,6,1,
156,Herbs,Viola sempervirens,1,1,
156,Herbs,Whipplea modesta,42,13,
156,Shrubs,Berberis nervosa,20,6,
156,Shrubs,Holodiscus discolor,1,1,
156,Shrubs,Rosa gymnocarpa,2,1,
156,Shrubs,Rubus ursinus,5,4,
157,Herbs,Achlys triphylla,51,4,
157,Herbs,Apocynum androsaemifolium,12,6,
157,Herbs,Campanula sp.,47,8,
157,Herbs,Chimaphila umbellata,46,8,
157,Herbs,Galium triflorum,2,1,
